# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_changes	adjusted_p_values	gene_length	chromosome
ENSG0000011194	-0.8293210600630236	0.6909	69192	Chr21
ENSG0000011195	-3.1219494425755956	0.8072	29117	Chr12
ENSG0000011196	10.663786398109327	0.9579	10744	Chr10
ENSG0000011197	-4.912034580072541	0.531	17467	Chr15
ENSG0000011198	-7.060006916422932	0.832	83012	Chr21
ENSG0000011199	-0.3889771971251102	0.5641	8734	Chr5
ENSG0000011200	0.32957588284115213	0.6966	30403	Chr15
ENSG0000011201	4.109486875105157	0.6599	28599	Chr17
ENSG0000011202	2.07235761189464	0.0811	33697	Chr21
ENSG0000011203	1.462646466242656	0.7844	9727	Chr1
ENSG0000011204	7.232022051038465	0.2707	95645	Chr15
ENSG0000011205	0.8070058216563812	0.3487	9010	Chr3
ENSG0000011206	5.5519064831831875	0.6887	32924	Chr9
ENSG0000011207	2.8424505267488316	0.7502	69239	Chr7
ENSG0000011208	9.058129032686383	0.7985	13945	Chr7
ENSG0000011209	5.538977116204833	0.6313	39204	Chr23
ENSG0000011210	-0.1852233915017405	0.9318	35787	Chr13
ENSG0000011211	6.293978808089014	0.4104	60264	Chr21
ENSG0000011212	10.380877587034924	0.3049	50878	Chr12
ENSG0000011213	-3.2621000241960703	0.4562	25236	Chr8
ENSG0000011214	-2.308437464042373	0.1254	72921	Chr9
ENSG0000011215	-6.150919517476879	0.9395	37411	Chr2
ENSG0000011216	0.8609721525965732	0.8358	10516	Chr20
ENSG0000011217	6.955380266089771	0.3328	28950	Chr19
ENSG0000011218	3.0652378141520122	0.7399	64675	Chr3
ENSG0000011219	3.4455907348487615	0.283	49956	Chr11
ENSG0000011220	-1.6966452141424992	0.8752	19209	Chr18
ENSG0000011221	5.330546470129269	0.3239	685	Chr17
ENSG0000011222	-2.1991657129837026	0.5935	9771	Chr2
ENSG0000011223	-6.972229390563774	0.1821	2912	Chr8
ENSG0000011224	-2.5379432313931667	0.899	1850	Chr11
ENSG0000011225	7.760386249118954	0.3014	42432	Chr12
ENSG0000011226	-6.488476486890356	0.5644	36363	Chr21
ENSG0000011227	7.044139585535002	0.229	67984	Chr10
ENSG0000011228	-0.6028153494489209	0.1203	33180	Chr22
ENSG0000011229	4.488013374154111	0.4101	31570	Chr8
ENSG0000011230	5.588201299490861	0.5196	20352	Chr13
ENSG0000011231	1.445188767682652	0.3909	2453	Chr22
ENSG0000011232	0.9555862327197553	0.1628	76067	Chr14
ENSG0000011233	-6.138975121041026	0.0998	115944	Chr15
ENSG0000011234	1.129232139141822	0.9058	19240	Chr23
ENSG0000011235	-11.280429087525029	0.1226	85093	Chr19
ENSG0000011236	-2.400316466913568	0.8534	48487	Chr13
ENSG0000011237	10.858128976434314	0.6533	21765	Chr18
ENSG0000011238	-5.135735826684841	0.5537	5411	Chr2
ENSG0000011239	-0.6371227739276362	0.4111	14141	Chr6
ENSG0000011240	0.8264837584700295	0.7826	88038	Chr18
ENSG0000011241	-6.52171552292021	0.1085	45409	Chr11
ENSG0000011242	0.7428584690487127	0.9635	45223	Chr19
ENSG0000011243	-3.0118526557085117	0.3022	224	Chr20
ENSG0000011244	3.3521608984040103	0.8643	12523	Chr9
ENSG0000011245	-1.1280694007382506	0.1382	9208	Chr17
ENSG0000011246	6.266753291611666	0.8256	46221	Chr5
ENSG0000011247	-0.7594663119649787	0.9834	150047	Chr12
ENSG0000011248	6.789813560789639	0.5388	39969	Chr13
ENSG0000011249	-3.3722733040924564	0.1526	4404	Chr1
ENSG0000011250	3.75296993109945	0.0939	36460	Chr23
ENSG0000011251	11.47940086237471	0.6714	24489	Chr4
ENSG0000011252	1.2518060003010745	0.2841	19194	Chr19
ENSG0000011253	-2.917557549469831	0.2003	35261	Chr23
ENSG0000011254	2.9356531917672197	0.6224	55629	Chr23
ENSG0000011255	-0.6751300580538068	0.5083	581	Chr12
ENSG0000011256	4.4020513111021415	0.4074	71875	Chr2
ENSG0000011257	1.5492238983111626	0.938	58388	Chr8
ENSG0000011258	-1.0396154847537655	0.6546	53220	Chr1
ENSG0000011259	7.68930007369725	0.6478	46464	Chr21
ENSG0000011260	-11.005498902440745	0.8162	64690	Chr19
ENSG0000011261	-1.8975457785662042	0.3674	29436	Chr6
ENSG0000011262	0.17000167131239088	0.2122	19723	Chr9
ENSG0000011263	5.421732046953722	0.0024	102978	Chr13
ENSG0000011264	-1.8455512471906397	0.9367	85175	Chr21
ENSG0000011265	-0.9185000188989936	0.1837	19404	Chr10
ENSG0000011266	0.1794349018261543	0.4424	14918	Chr9
ENSG0000011267	1.2239724330311252	0.803	26608	Chr23
ENSG0000011268	1.562888235265152	0.4171	43154	Chr11
ENSG0000011269	4.755288094416113	0.3988	15479	Chr23
ENSG0000011270	5.119326148969739	0.3476	23359	Chr12
ENSG0000011271	-1.0809093577508047	0.1948	68545	Chr22
ENSG0000011272	-2.126910791663937	0.7651	23145	Chr22
ENSG0000011273	6.272913231766425	0.6658	32265	Chr15
ENSG0000011274	4.255036174068259	0.0939	6610	Chr2
ENSG0000011275	2.89629860490734	0.6236	16335	Chr20
ENSG0000011276	-1.7120751736937527	0.4563	119665	Chr23
ENSG0000011277	2.0699489386480683	0.3575	43077	Chr14
ENSG0000011278	1.3101796055308097	0.8769	28369	Chr1
ENSG0000011279	4.243818958732416	0.3585	44976	Chr20
ENSG0000011280	-1.0646963297059762	0.2806	72591	Chr8
ENSG0000011281	5.772357405762473	0.8572	61194	Chr6
ENSG0000011282	-1.1599563423667174	0.7046	44522	Chr10
ENSG0000011283	-3.8692067579067797	0.5725	3630	Chr21
ENSG0000011284	2.1803055729796124	0.7082	19006	Chr18
ENSG0000011285	5.405538585514718	0.4727	25583	Chr16
ENSG0000011286	8.131818731589005	0.2836	19395	Chr22
ENSG0000011287	-7.486540339582378	0.7754	41180	Chr8
ENSG0000011288	-1.7723756759524005	0.9358	37063	Chr7
ENSG0000011289	3.439029605220607	0.767	54377	Chr20
ENSG0000011290	7.012091088189526	0.5457	35920	Chr6
ENSG0000011291	-2.418480697862441	0.4606	75343	Chr11
ENSG0000011292	1.2803545227227509	0.3495	2409	Chr5
ENSG0000011293	3.9491410117965033	0.3993	31003	Chr13
ENSG0000011294	3.1721094494076447	0.0317	11051	Chr19
ENSG0000011295	0.4635692785841922	0.5431	9746	Chr8
ENSG0000011296	2.4417045593976394	0.434	27588	Chr13
ENSG0000011297	-0.6362505430924825	0.9547	18406	Chr23
ENSG0000011298	2.1375813908118797	0.0034	20961	Chr14
ENSG0000011299	14.211320267852564	0.6638	51801	Chr21
ENSG0000011300	5.1419530745048725	0.8808	79264	Chr10
ENSG0000011301	-8.336296517566621	0.5638	55280	Chr20
ENSG0000011302	-3.755907361682734	0.4743	48288	Chr16
ENSG0000011303	-12.016890420432095	0.5605	53349	Chr16
ENSG0000011304	2.386254147534347	0.4852	5198	Chr22
ENSG0000011305	10.165867353771397	0.1033	67840	Chr8
ENSG0000011306	5.69127041811196	0.3238	67502	Chr14
ENSG0000011307	-0.14992404823450461	0.6669	16967	Chr21
ENSG0000011308	3.537987119873578	0.4196	30758	Chr21
ENSG0000011309	-4.152123978403455	0.4461	78913	Chr7
ENSG0000011310	7.045322135026646	0.0591	22815	Chr1
ENSG0000011311	-0.957906882110357	0.0163	3515	Chr10
ENSG0000011312	-0.11028033610064611	0.4489	69146	Chr10
ENSG0000011313	2.026277999750052	0.3354	50220	Chr8
ENSG0000011314	4.76227030844247	0.9159	2490	Chr21
ENSG0000011315	4.197498480418051	0.3081	15708	Chr7
ENSG0000011316	-2.1920750303055967	0.3865	63731	Chr17
ENSG0000011317	1.0102439759788369	0.9282	24431	Chr22
ENSG0000011318	-3.171033081821857	0.3788	1388	Chr20
ENSG0000011319	3.5279420725636657	0.3836	1863	Chr1
ENSG0000011320	11.420868274324844	0.6125	10200	Chr3
ENSG0000011321	-12.243559819873253	0.5567	13558	Chr15
ENSG0000011322	-3.5653653459608963	0.0741	45178	Chr7
ENSG0000011323	-7.502074171168757	0.5199	15833	Chr3
ENSG0000011324	-0.7933605559413103	0.3112	16107	Chr23
ENSG0000011325	2.511396257432666	0.7754	13340	Chr20
ENSG0000011326	-4.781337360219477	0.4072	4533	Chr12
ENSG0000011327	7.3640102751335865	0.8799	34347	Chr10
ENSG0000011328	-4.094951280874527	0.9697	5503	Chr12
ENSG0000011329	1.1537352030667174	0.9048	18469	Chr20
ENSG0000011330	6.846521639158183	0.1475	30436	Chr11
ENSG0000011331	4.120793242298447	0.7095	24711	Chr14
ENSG0000011332	2.8997674788179975	0.2709	32962	Chr13
ENSG0000011333	-5.844547368281587	0.7312	6114	Chr21
ENSG0000011334	-4.995520405125403	0.6561	112695	Chr18
ENSG0000011335	5.71801117766001	0.2145	80460	Chr10
ENSG0000011336	0.9330289903254594	0.7918	67198	Chr3
ENSG0000011337	2.8196212165616217	0.6631	216	Chr1
ENSG0000011338	-4.238734231538676	0.4632	100934	Chr17
ENSG0000011339	5.146491313152001	0.2137	62633	Chr2
ENSG0000011340	-0.6874292257262935	0.131	101998	Chr15
ENSG0000011341	7.054452433573961	0.5408	15636	Chr7
ENSG0000011342	4.742858770806234	0.0379	60748	Chr4
ENSG0000011343	7.012451852696747	0.1749	27117	Chr9
ENSG0000011344	-3.0670814764205967	0.8209	82165	Chr19
ENSG0000011345	4.6406277899806465	0.9529	9956	Chr1
ENSG0000011346	-3.652487592154597	0.328	31963	Chr18
ENSG0000011347	-4.8992853198675395	0.7935	30087	Chr22
ENSG0000011348	3.7120411770538264	0.028	14906	Chr6
ENSG0000011349	-1.0299666464779413	0.4088	2379	Chr1
ENSG0000011350	11.416469151943767	0.4678	58008	Chr6
ENSG0000011351	5.639908135945277	0.684	43116	Chr19
ENSG0000011352	1.9234396051498122	0.127	2668	Chr18
ENSG0000011353	-0.35201803815652416	0.3422	26934	Chr16
ENSG0000011354	-4.202998738633218	0.7933	23845	Chr20
ENSG0000011355	-1.999109525188707	0.3431	4765	Chr12
ENSG0000011356	8.406004676335675	0.8876	2210	Chr20
ENSG0000011357	1.4604259997552973	0.5922	19926	Chr17
ENSG0000011358	0.3755573860952973	0.4719	8179	Chr20
ENSG0000011359	4.7217322926326775	0.679	136076	Chr1
ENSG0000011360	-2.8598070120977543	0.9865	28305	Chr15
ENSG0000011361	5.556188896574011	0.9029	23526	Chr10
ENSG0000011362	-0.35159423779471166	0.2125	48619	Chr16
ENSG0000011363	-4.090329024677073	0.6155	71091	Chr3
ENSG0000011364	-4.622167609374958	0.8334	21187	Chr10
ENSG0000011365	-6.662551350343744	0.9176	3947	Chr18
ENSG0000011366	7.344821393707585	0.9795	23607	Chr14
ENSG0000011367	-10.821732741809164	0.6141	11238	Chr8
ENSG0000011368	-3.922300758098514	0.4493	130303	Chr20
ENSG0000011369	-2.1476753434765197	0.3124	51301	Chr10
ENSG0000011370	-5.6375612286384715	0.9568	100969	Chr19
ENSG0000011371	-0.40491436664952074	0.0842	81167	Chr3
ENSG0000011372	7.434603039135476	0.3857	50684	Chr2
ENSG0000011373	-8.973515082954037	0.0896	6318	Chr21
ENSG0000011374	10.419276103531665	0.5174	23926	Chr6
ENSG0000011375	-1.973805432196516	0.9994	45892	Chr15
ENSG0000011376	3.211449290649668	0.3113	36839	Chr14
ENSG0000011377	-2.481409485296839	0.7407	5248	Chr9
ENSG0000011378	5.111392755660173	0.7284	107407	Chr14
ENSG0000011379	4.848485053296706	0.3082	96389	Chr20
ENSG0000011380	3.130743369631961	0.8871	13050	Chr4
ENSG0000011381	0.4263305800313969	0.3869	79346	Chr1
ENSG0000011382	2.922846905806275	0.1327	10006	Chr6
ENSG0000011383	8.376122682833758	0.8429	33195	Chr2
ENSG0000011384	-5.358097102519054	0.9469	57942	Chr9
ENSG0000011385	-1.0515572632316847	0.0209	28284	Chr4
ENSG0000011386	1.7612229556468617	0.4542	3817	Chr2
ENSG0000011387	0.8689641062537699	0.3907	19132	Chr2
ENSG0000011388	-4.402355134461816	0.8291	5817	Chr14
ENSG0000011389	2.8934254882468875	0.4031	79037	Chr23
ENSG0000011390	-5.573201729979134	0.6112	4867	Chr20
ENSG0000011391	-3.794380743161426	0.9848	102499	Chr2
ENSG0000011392	4.326041141352797	0.2827	6663	Chr5
ENSG0000011393	-4.510327534880011	0.1809	8589	Chr19
ENSG0000011394	-2.3686306538729376	0.0285	34108	Chr10
ENSG0000011395	7.295704604843406	0.2407	36622	Chr2
ENSG0000011396	-2.129416751518328	0.0215	60240	Chr12
ENSG0000011397	-2.8025769176305833	0.0491	87705	Chr12
ENSG0000011398	5.391385229683367	0.9754	14086	Chr11
ENSG0000011399	-9.785750109274137	0.0235	40119	Chr1
ENSG0000011400	1.611608642484835	0.069	30086	Chr16
ENSG0000011401	-2.9987071689397657	0.3275	42875	Chr11
ENSG0000011402	-0.33696650566814634	0.3114	2616	Chr4
ENSG0000011403	-2.9162389846359305	0.173	28648	Chr13
ENSG0000011404	-7.383253379407248	0.5728	96236	Chr12
ENSG0000011405	2.1289097153464462	0.349	3243	Chr17
ENSG0000011406	-0.6896787062583533	0.3591	31859	Chr12
ENSG0000011407	-8.855153724903209	0.9603	34064	Chr18
ENSG0000011408	-2.9198735324964287	0.7286	53935	Chr8
ENSG0000011409	1.9336494081134359	0.1115	36532	Chr9
ENSG0000011410	3.9282626086235757	0.915	95676	Chr1
ENSG0000011411	6.110247096609203	0.0227	255	Chr10
ENSG0000011412	-2.6297067252982025	0.4171	4674	Chr10
ENSG0000011413	-11.847192452677968	0.4635	57370	Chr2
ENSG0000011414	-2.8217360062280616	0.7978	85039	Chr4
ENSG0000011415	-3.9892620010928543	0.7969	76927	Chr2
ENSG0000011416	-4.471684238091022	0.8193	44104	Chr11
ENSG0000011417	-6.508270596354216	0.5869	19493	Chr18
ENSG0000011418	1.227897245897193	0.5345	65463	Chr16
ENSG0000011419	-1.3891178609397692	0.252	17300	Chr2
ENSG0000011420	-3.407919845778509	0.6084	38664	Chr6
ENSG0000011421	-0.7376890298496581	0.9501	12161	Chr3
ENSG0000011422	-2.3611426319863833	0.9158	97474	Chr21
ENSG0000011423	2.3349911556919087	0.7758	67891	Chr18
ENSG0000011424	8.05572293327869	0.874	79218	Chr23
ENSG0000011425	5.188031672878516	0.5096	107649	Chr18
ENSG0000011426	4.178042938891975	0.5598	43557	Chr3
ENSG0000011427	-1.9942532092282381	0.6717	82435	Chr18
ENSG0000011428	-2.964406624256476	0.8569	78847	Chr3
ENSG0000011429	2.521936079640978	0.8456	67537	Chr1
ENSG0000011430	0.5194615700692706	0.6041	14102	Chr22
ENSG0000011431	-12.254524707534433	0.8595	76655	Chr6
ENSG0000011432	-0.3507014386626633	0.1315	41652	Chr3
ENSG0000011433	5.967734756427183	0.9027	62729	Chr15
ENSG0000011434	6.568824364004201	0.2135	32288	Chr1
ENSG0000011435	0.7551253047113993	0.6002	25461	Chr8
ENSG0000011436	-2.6066134549830466	0.5887	24554	Chr19
ENSG0000011437	-8.23545975973216	0.0672	81821	Chr19
ENSG0000011438	-1.8489000595722629	0.2537	17112	Chr10
ENSG0000011439	0.5296290355322112	0.8181	17525	Chr22
ENSG0000011440	3.907627176239136	0.6741	10072	Chr17
ENSG0000011441	-0.8127011590127957	0.7962	41804	Chr18
ENSG0000011442	-2.3391577713285185	0.568	109775	Chr14
ENSG0000011443	-4.268381188760413	0.4325	2035	Chr16
ENSG0000011444	-2.0227134018644155	0.1383	11576	Chr9
ENSG0000011445	6.868105393401645	0.324	65541	Chr8
ENSG0000011446	2.882739605275011	0.7728	8430	Chr20
ENSG0000011447	2.1305281476234077	0.3356	22819	Chr15
ENSG0000011448	-0.8379585661804433	0.9082	19638	Chr19
ENSG0000011449	2.7944907792428966	0.3086	14360	Chr8
ENSG0000011450	-4.8043728383870254	0.7735	48538	Chr17
ENSG0000011451	-10.442004601919695	0.609	46243	Chr18
ENSG0000011452	4.552823572145065	0.2215	56359	Chr11
ENSG0000011453	-4.0629861628262	0.0249	105128	Chr18
ENSG0000011454	12.017129992566964	0.7688	26746	Chr17
ENSG0000011455	-11.832543527537	0.8082	84168	Chr22
ENSG0000011456	-0.9212394645656381	0.4056	63576	Chr6
ENSG0000011457	0.5429387543410602	0.5327	66369	Chr10
ENSG0000011458	1.1766779511374434	0.4703	27932	Chr6
ENSG0000011459	3.837492819761107	0.3551	23529	Chr2
ENSG0000011460	4.922973259156916	0.1128	35121	Chr15
ENSG0000011461	3.829622001288166	0.8626	37080	Chr2
ENSG0000011462	5.711603362411594	0.6561	43597	Chr6
ENSG0000011463	0.49526086550573156	0.6686	24266	Chr19
ENSG0000011464	2.0661605853905436	0.2197	1936	Chr19
ENSG0000011465	-5.268157160841801	0.457	9778	Chr9
ENSG0000011466	-2.7423107554339685	0.6732	32142	Chr14
ENSG0000011467	-0.17349239369584202	0.1208	81473	Chr7
ENSG0000011468	-1.8438687946195595	0.1768	57541	Chr18
ENSG0000011469	5.108684191795744	0.3432	84844	Chr7
ENSG0000011470	4.705528469211408	0.553	59447	Chr7
ENSG0000011471	-1.673493556119067	0.4154	13134	Chr22
ENSG0000011472	4.222408024560835	0.6783	22114	Chr23
ENSG0000011473	5.968394124480186	0.9672	28201	Chr5
ENSG0000011474	-6.490342092404143	0.8225	60522	Chr7
ENSG0000011475	4.20606718591244	0.8413	41314	Chr5
ENSG0000011476	-1.988305885277767	0.5794	43602	Chr11
ENSG0000011477	-0.9021337665277525	0.5495	65349	Chr2
ENSG0000011478	-7.5794821113642	0.566	100684	Chr6
ENSG0000011479	0.918841273712704	0.7435	50199	Chr17
ENSG0000011480	-2.620623597563967	0.2011	72981	Chr16
ENSG0000011481	-1.01749603064741	0.0767	11238	Chr23
ENSG0000011482	-1.7596808176589347	0.2497	25058	Chr4
ENSG0000011483	-1.3408872878530411	0.4795	79803	Chr1
ENSG0000011484	0.21584579317074004	0.8777	16021	Chr22
ENSG0000011485	4.176474751194355	0.5916	21120	Chr12
ENSG0000011486	8.879804455050188	0.7821	41948	Chr1
ENSG0000011487	-16.675450068942528	0.1158	46147	Chr12
ENSG0000011488	0.8243041487779688	0.2268	39732	Chr18
ENSG0000011489	-2.092661000609641	0.0136	1246	Chr7
ENSG0000011490	-3.4911875369524163	0.0213	55623	Chr20
ENSG0000011491	-0.3688394735865553	0.2332	29730	Chr18
ENSG0000011492	1.0798356399874847	0.3151	48639	Chr5
ENSG0000011493	-2.2465336299645706	0.4052	11184	Chr20
ENSG0000011494	1.9779498799345636	0.7542	77855	Chr7
ENSG0000011495	-5.425941169647172	0.3467	12979	Chr6
ENSG0000011496	-1.4210828708058103	0.6742	90982	Chr1
ENSG0000011497	-3.3982515287659822	0.9062	28153	Chr18
ENSG0000011498	6.185987898562385	0.3371	14833	Chr4
ENSG0000011499	-6.243642894353418	0.9972	56572	Chr2
ENSG0000011500	11.793991576647223	0.7607	53801	Chr21
ENSG0000011501	1.1038119295947704	0.9157	23264	Chr14
ENSG0000011502	2.666200619275135	0.1504	47639	Chr18
ENSG0000011503	-4.005585376340025	0.5235	10051	Chr9
ENSG0000011504	8.374238063515161	0.4914	71130	Chr18
ENSG0000011505	7.734540685804932	0.1874	6522	Chr13
ENSG0000011506	-4.251258223375976	0.7688	31498	Chr19
ENSG0000011507	4.562041032534118	0.002	55442	Chr11
ENSG0000011508	-0.19258301909223816	0.8832	33401	Chr16
ENSG0000011509	5.22935225219981	0.9723	9236	Chr13
ENSG0000011510	-10.47051572268941	0.8627	15633	Chr5
ENSG0000011511	-11.980818263025125	0.8468	24730	Chr11
ENSG0000011512	-8.036184603496007	0.6696	13033	Chr5
ENSG0000011513	0.18299271937222022	0.437	24358	Chr5
ENSG0000011514	-1.0258661538403673	0.9297	39645	Chr20
ENSG0000011515	-1.8130747261264246	0.1158	20273	Chr12
ENSG0000011516	8.592362756845716	0.4342	28691	Chr1
ENSG0000011517	-0.7071265194320352	0.0691	7900	Chr19
ENSG0000011518	-1.1310506074850626	0.0019	127138	Chr17
ENSG0000011519	8.466012193676978	0.3372	51786	Chr20
ENSG0000011520	-1.5825173530279977	0.6883	99830	Chr8
ENSG0000011521	-4.416116995192852	0.3985	18093	Chr9
ENSG0000011522	1.805984957518724	0.3339	670	Chr10
ENSG0000011523	1.3989555924539379	0.8566	29984	Chr9
ENSG0000011524	0.2533695865389379	0.8302	30492	Chr15
ENSG0000011525	-7.361105718899218	0.5528	49375	Chr19
ENSG0000011526	-6.69071787740566	0.8922	14922	Chr12
ENSG0000011527	-7.218551937527994	0.5133	23223	Chr12
ENSG0000011528	-2.6544524641561567	0.5529	181467	Chr20
ENSG0000011529	-5.8625441916737655	0.4974	29703	Chr8
ENSG0000011530	-2.8816869025393026	0.2531	39656	Chr20
ENSG0000011531	9.359300521725483	0.2403	46720	Chr21
ENSG0000011532	1.5182633795166751	0.6933	31935	Chr22
ENSG0000011533	1.6152795886174118	0.6797	37695	Chr4
ENSG0000011534	-0.7577625100959919	0.4305	58013	Chr20
ENSG0000011535	-2.1381930005519094	0.4234	83286	Chr8
ENSG0000011536	3.7298517770595274	0.4567	6671	Chr23
ENSG0000011537	-4.362749738056348	0.843	40405	Chr7
ENSG0000011538	-3.1293804849602305	0.2191	5907	Chr7
ENSG0000011539	-0.8131603717833151	0.0906	60869	Chr12
ENSG0000011540	-3.2719567266415472	0.7031	31597	Chr22
ENSG0000011541	6.511496819088547	0.6591	4608	Chr5
ENSG0000011542	2.3585463418259103	0.5388	57339	Chr5
ENSG0000011543	-9.83433839578639	0.0971	55105	Chr2
ENSG0000011544	-8.868145592450569	0.6167	44425	Chr1
ENSG0000011545	3.1650890959673132	0.706	30123	Chr13
ENSG0000011546	-1.260821295630541	0.3979	114037	Chr2
ENSG0000011547	0.19175438494896554	0.9111	68786	Chr18
ENSG0000011548	5.836527462317629	0.5656	5279	Chr19
ENSG0000011549	-3.35376362740274	0.7967	1257	Chr11
ENSG0000011550	-3.7159146497181634	0.4719	60980	Chr7
ENSG0000011551	0.26137984024271654	0.759	43629	Chr23
ENSG0000011552	3.7452356043775534	0.7757	35634	Chr2
ENSG0000011553	7.189367090268023	0.9962	10584	Chr13
ENSG0000011554	0.3887349092638732	0.3319	55569	Chr17
ENSG0000011555	-2.0606609121518336	0.532	28018	Chr23
ENSG0000011556	-9.45304681895587	0.1174	39052	Chr3
ENSG0000011557	-3.5750526788441412	0.0596	61001	Chr10
ENSG0000011558	2.0215381697937316	0.8729	6956	Chr3
ENSG0000011559	-1.4762303355090785	0.7743	80225	Chr5
ENSG0000011560	5.25058652401694	0.4662	33814	Chr15
ENSG0000011561	8.579273976129407	0.8158	11511	Chr5
ENSG0000011562	-6.224631002280793	0.189	7020	Chr21
ENSG0000011563	5.013572328212294	0.6455	72243	Chr2
ENSG0000011564	-1.6062290209146863	0.2408	47747	Chr7
ENSG0000011565	6.147748701677719	0.2871	7397	Chr20
ENSG0000011566	1.07358570812965	0.4057	50039	Chr11
ENSG0000011567	-3.965420211820945	0.2501	1110	Chr8
ENSG0000011568	2.003996585949433	0.5936	2309	Chr19
ENSG0000011569	-3.588274998031138	0.3335	42761	Chr5
ENSG0000011570	8.76592998261533	0.1721	4675	Chr20
ENSG0000011571	-1.400089426916902	0.3367	62764	Chr10
ENSG0000011572	-5.373515423231425	0.2335	14873	Chr17
ENSG0000011573	7.400969283937782	0.2861	7658	Chr1
ENSG0000011574	-16.604002213932336	0.5586	35066	Chr16
ENSG0000011575	3.4623074459213066	0.5773	6208	Chr15
ENSG0000011576	2.388049757279081	0.278	9636	Chr10
ENSG0000011577	0.9441483612280088	0.4329	38773	Chr13
ENSG0000011578	4.363157504129388	0.8173	57256	Chr23
ENSG0000011579	-3.7169678560517605	0.6957	17788	Chr3
ENSG0000011580	1.1037969190183348	0.2906	36037	Chr9
ENSG0000011581	6.660133428946554	0.5879	162532	Chr22
ENSG0000011582	-2.9854589642809417	0.7229	5760	Chr2
ENSG0000011583	1.860422373562888	0.6755	6416	Chr3
ENSG0000011584	3.9358687505108767	0.95	18043	Chr12
ENSG0000011585	-2.165909434493425	0.2882	114766	Chr7
ENSG0000011586	3.6483252628819245	0.8959	27174	Chr2
ENSG0000011587	-3.7099913944981955	0.1962	2159	Chr9
ENSG0000011588	10.794528305360318	0.6061	38043	Chr14
ENSG0000011589	-1.355785699056538	0.7444	24564	Chr17
ENSG0000011590	-12.750752990506754	0.992	37280	Chr9
ENSG0000011591	-2.647560184708095	0.8524	32305	Chr2
ENSG0000011592	1.6289881353493776	0.029	46976	Chr2
ENSG0000011593	6.16140428021319	0.3274	20850	Chr12
ENSG0000011594	-4.110486937309364	0.6048	79489	Chr16
ENSG0000011595	-4.448556289333658	0.9464	97219	Chr23
ENSG0000011596	5.158816715581191	0.0924	39745	Chr1
ENSG0000011597	-1.6806116015609376	0.9643	30617	Chr23
ENSG0000011598	-2.9651940034506157	0.3527	49776	Chr6
ENSG0000011599	2.011954900773109	0.1213	31518	Chr15
ENSG0000011600	-7.1832966033152355	0.2017	41116	Chr22
ENSG0000011601	-2.229806319566374	0.0616	112189	Chr4
