# Randomly generate gene expression data
ENSEMBL_Gene_ID	fold_change	adjusted_p_value	gene_length	chromosome
ENSG0000016883	3.2442879481348093	0.6102	77861	Chr6
ENSG0000016884	3.851468051314079	0.512	28443	Chr1
ENSG0000016885	5.045949192430927	0.4505	16767	Chr20
ENSG0000016886	4.3889758516016215	0.2387	1511	Chr4
ENSG0000016887	-2.0327998834653322	0.786	80309	Chr9
ENSG0000016888	1.2859565271743445	0.6298	38267	Chr12
ENSG0000016889	-0.3611803088980404	0.9792	11066	Chr11
ENSG0000016890	2.9628003573029855	0.5513	6408	Chr6
ENSG0000016891	-0.6728904709976207	0.5198	4990	Chr10
ENSG0000016892	-0.8556983553962817	0.5353	25248	Chr15
ENSG0000016893	5.895438389001987	0.9361	31867	Chr22
ENSG0000016894	-3.680691986457428	0.8351	6220	Chr16
ENSG0000016895	7.036929511923931	0.7103	59812	Chr16
ENSG0000016896	-6.566640096501111	0.7377	44682	Chr21
ENSG0000016897	-0.3612902572001786	0.6867	43464	Chr2
ENSG0000016898	-4.456762795492645	0.7819	7795	Chr16
ENSG0000016899	-6.2499169867495885	0.5832	30312	Chr14
ENSG0000016900	4.094309088451598	0.1704	44757	Chr23
ENSG0000016901	-12.022272345295228	0.338	15821	Chr3
ENSG0000016902	-6.737775848449918	0.7456	1187	Chr6
ENSG0000016903	7.805102612680969	0.6985	53460	Chr6
ENSG0000016904	5.113014863892725	0.2791	112857	Chr12
ENSG0000016905	6.39822256240434	0.8322	76719	Chr2
ENSG0000016906	1.8001467895378689	0.0536	17619	Chr4
ENSG0000016907	-3.730502586985778	0.4472	29318	Chr6
ENSG0000016908	12.8578247682346	0.4825	2278	Chr18
ENSG0000016909	3.904414084585967	0.5347	3528	Chr19
ENSG0000016910	-4.268174833949297	0.1738	6167	Chr1
ENSG0000016911	-10.515780916000397	0.945	4834	Chr6
ENSG0000016912	-8.007130068554213	0.3809	46510	Chr19
ENSG0000016913	-2.9556696422425697	0.7725	87303	Chr14
ENSG0000016914	-1.5883845766234015	0.4569	16735	Chr3
ENSG0000016915	-2.362573681739571	0.0141	64418	Chr11
ENSG0000016916	-3.0647063904340617	0.1322	46721	Chr11
ENSG0000016917	0.4468081069011096	0.6899	40852	Chr8
ENSG0000016918	8.33442218658675	0.8519	37213	Chr3
ENSG0000016919	-6.029602489516042	0.0969	92033	Chr17
ENSG0000016920	4.807644034583912	0.4242	29620	Chr19
ENSG0000016921	5.774216326018315	0.0062	39261	Chr17
ENSG0000016922	0.036352576650092214	0.0244	21639	Chr10
ENSG0000016923	-3.6258708275913927	0.7836	104435	Chr11
ENSG0000016924	-8.857674242796673	0.5996	55319	Chr12
ENSG0000016925	-3.156457772194531	0.8857	18144	Chr17
ENSG0000016926	-0.5696771466786242	0.1047	111096	Chr7
ENSG0000016927	5.60034282780613	0.2143	9358	Chr17
ENSG0000016928	-2.7528304321780013	0.4557	32766	Chr12
ENSG0000016929	1.6864424167425822	0.5145	46218	Chr18
ENSG0000016930	0.06372375152960465	0.9177	42519	Chr22
ENSG0000016931	-2.648219615257422	0.7595	12036	Chr2
ENSG0000016932	-1.626740491353391	0.4232	63879	Chr5
ENSG0000016933	-2.345785805101252	0.1339	2397	Chr18
ENSG0000016934	-2.2015476517102552	0.9109	23493	Chr15
ENSG0000016935	2.5640417798008124	0.1892	53881	Chr5
ENSG0000016936	-2.349312159059845	0.4633	8555	Chr12
ENSG0000016937	-10.431250379914621	0.5876	52470	Chr17
ENSG0000016938	-2.4798188447706253	0.8069	23425	Chr18
ENSG0000016939	0.39415651649897715	0.7441	82830	Chr19
ENSG0000016940	1.6278246216246401	0.003	81292	Chr2
ENSG0000016941	2.799253955058684	0.7541	31824	Chr23
ENSG0000016942	-8.752839776973062	0.196	5809	Chr9
ENSG0000016943	-0.11105295770605879	0.7318	46889	Chr8
ENSG0000016944	0.26445245807354123	0.6233	8334	Chr13
ENSG0000016945	-0.40007683980089864	0.6486	19666	Chr23
ENSG0000016946	-1.2459696983020385	0.9653	24471	Chr23
ENSG0000016947	1.3200150298156692	0.1328	59656	Chr15
ENSG0000016948	-3.0815879104287807	0.0113	23289	Chr19
ENSG0000016949	-0.7713994057277154	0.75	40654	Chr10
ENSG0000016950	2.094138374268695	0.4497	153312	Chr4
ENSG0000016951	-4.818766762219578	0.5166	58413	Chr23
ENSG0000016952	3.6018419533198243	0.0462	4455	Chr9
ENSG0000016953	-4.203496161254102	0.2586	27762	Chr18
ENSG0000016954	0.41415492057847025	0.8972	5473	Chr10
ENSG0000016955	-2.686234938076364	0.2327	55090	Chr14
ENSG0000016956	9.726353238159636	0.7174	16055	Chr13
ENSG0000016957	3.5175326451093025	0.8959	18340	Chr19
ENSG0000016958	2.3032562065706523	0.4158	32782	Chr5
ENSG0000016959	7.576014314678123	0.6201	5045	Chr7
ENSG0000016960	-8.27831274962461	0.7838	21012	Chr16
ENSG0000016961	-0.1712742250897016	0.9632	10837	Chr12
ENSG0000016962	-1.5499707086418208	0.4832	12639	Chr23
ENSG0000016963	4.202122773496912	0.484	81817	Chr14
ENSG0000016964	3.345548799402926	0.8656	16385	Chr1
ENSG0000016965	-1.4525120506406628	0.6161	69328	Chr18
ENSG0000016966	8.084536411991763	0.6038	30564	Chr7
ENSG0000016967	2.4711079221523757	0.1318	50676	Chr17
ENSG0000016968	3.9636988975543064	0.4807	68266	Chr20
ENSG0000016969	-3.6176016579031383	0.2316	16782	Chr21
ENSG0000016970	0.8721219412174306	0.2315	25048	Chr1
ENSG0000016971	-3.7447312807125233	0.8857	70578	Chr16
ENSG0000016972	-1.7163101733230255	0.8575	64427	Chr14
ENSG0000016973	-3.8968428725424014	0.0981	43097	Chr17
ENSG0000016974	-6.505218291361125	0.2871	69087	Chr1
ENSG0000016975	-5.696590433135043	0.8726	27776	Chr8
ENSG0000016976	-10.964048274710862	0.1105	32669	Chr8
ENSG0000016977	-1.4542902823573753	0.7276	27515	Chr20
ENSG0000016978	6.81787906442454	0.0239	19331	Chr3
ENSG0000016979	-3.207263019536779	0.6213	59769	Chr3
ENSG0000016980	4.521391590024262	0.7117	116242	Chr8
ENSG0000016981	10.561273765032393	0.3593	5505	Chr9
ENSG0000016982	-3.0688914490263364	0.5001	2793	Chr8
ENSG0000016983	3.899456199759003	0.4648	29628	Chr4
ENSG0000016984	2.7809544977377394	0.4346	4985	Chr2
ENSG0000016985	1.1984246411328332	0.0481	50701	Chr6
ENSG0000016986	2.394199036227042	0.3227	3549	Chr22
ENSG0000016987	2.5772811605773533	0.9919	3102	Chr20
ENSG0000016988	5.787818800872191	0.0009	60238	Chr4
ENSG0000016989	1.445440127415503	0.1413	83168	Chr16
ENSG0000016990	2.1813041109546907	0.0826	43636	Chr14
ENSG0000016991	4.03421047092275	0.7148	85071	Chr14
ENSG0000016992	-10.96094995134485	0.082	64576	Chr7
ENSG0000016993	0.7021806030300819	0.5408	67331	Chr4
ENSG0000016994	2.7926523464529547	0.8349	42035	Chr13
ENSG0000016995	-2.5497941537577145	0.0661	24207	Chr3
ENSG0000016996	-1.7822613381256738	0.393	1718	Chr5
ENSG0000016997	0.46594494200500314	0.9062	13951	Chr10
ENSG0000016998	-1.7798455635996429	0.6967	36767	Chr1
ENSG0000016999	4.06077273536993	0.2381	2883	Chr7
ENSG0000017000	5.796518921289577	0.1902	36029	Chr22
ENSG0000017001	-5.696754422825066	0.4425	60404	Chr8
ENSG0000017002	-1.9036391432193092	0.2652	96709	Chr23
ENSG0000017003	-0.30397610053962654	0.1972	97257	Chr21
ENSG0000017004	-5.1884180826241035	0.8252	25524	Chr18
ENSG0000017005	-2.1217216317672234	0.7949	63329	Chr22
ENSG0000017006	0.6991202378580095	0.2788	41099	Chr15
ENSG0000017007	-7.521348902577874	0.1793	67011	Chr23
ENSG0000017008	9.652320445009275	0.7912	87524	Chr21
ENSG0000017009	-2.7833248965465334	0.579	26346	Chr11
ENSG0000017010	-5.2458819490664315	0.8932	8495	Chr10
ENSG0000017011	5.276495611362478	0.3226	31303	Chr18
ENSG0000017012	4.371683219077979	0.0101	148575	Chr12
ENSG0000017013	10.563821535629012	0.0889	19263	Chr4
ENSG0000017014	11.711692155661977	0.9885	43418	Chr14
ENSG0000017015	-0.12136576796397791	0.1298	77255	Chr8
ENSG0000017016	-3.559886304123629	0.9553	38943	Chr18
ENSG0000017017	4.931313135099676	0.6419	30218	Chr16
ENSG0000017018	-4.727333494678312	0.8521	3462	Chr16
ENSG0000017019	-2.4459171579040513	0.3357	33419	Chr6
ENSG0000017020	-0.9932576783684974	0.8704	23741	Chr4
ENSG0000017021	-0.8729372523304048	0.5519	9477	Chr17
ENSG0000017022	-0.315614681872483	0.4949	34262	Chr8
ENSG0000017023	-3.1881328599286034	0.3679	111028	Chr3
ENSG0000017024	8.335431387099536	0.926	74904	Chr5
ENSG0000017025	-4.752607254120072	0.6264	29484	Chr19
ENSG0000017026	-2.271790576082397	0.7459	5951	Chr2
ENSG0000017027	0.18043553020793873	0.362	46209	Chr19
ENSG0000017028	-2.788388501083636	0.728	15380	Chr15
ENSG0000017029	0.9511248712770698	0.8157	16578	Chr14
ENSG0000017030	-0.047709589560172155	0.1836	59466	Chr18
ENSG0000017031	14.641649196676	0.6886	25533	Chr11
ENSG0000017032	0.7503361761060181	0.8503	34812	Chr3
ENSG0000017033	0.7135694778668207	0.6337	43619	Chr16
ENSG0000017034	5.258585272431853	0.4102	51415	Chr22
ENSG0000017035	-6.1517499678608845	0.165	41680	Chr12
ENSG0000017036	2.7097031906632765	0.7629	49757	Chr11
ENSG0000017037	7.601849979273833	0.6115	16128	Chr3
ENSG0000017038	-0.021680730848293396	0.4598	21573	Chr13
ENSG0000017039	-2.5680562833320435	0.0064	5828	Chr14
ENSG0000017040	-0.3504905022910303	0.1188	51187	Chr9
ENSG0000017041	0.1448877595210802	0.8011	78771	Chr1
ENSG0000017042	-6.821799558814518	0.3446	24068	Chr1
ENSG0000017043	9.687491531096082	0.2269	27534	Chr16
ENSG0000017044	-5.674012617206982	0.1247	12186	Chr15
ENSG0000017045	-10.264451599272368	0.6666	17487	Chr5
ENSG0000017046	2.899119107900721	0.0116	32118	Chr10
ENSG0000017047	1.6974603364125973	0.449	60159	Chr1
ENSG0000017048	-5.628788508417748	0.3359	67260	Chr19
ENSG0000017049	7.072859933961096	0.0954	21621	Chr22
ENSG0000017050	-12.57654507444336	0.3636	86268	Chr5
ENSG0000017051	5.963601051407917	0.832	21637	Chr23
ENSG0000017052	6.001183331441503	0.1681	68751	Chr17
ENSG0000017053	2.0774488938567646	0.3392	512	Chr6
ENSG0000017054	3.247487107070382	0.6624	31611	Chr11
ENSG0000017055	5.544000270360472	0.603	2588	Chr9
ENSG0000017056	5.396963664219139	0.5772	50801	Chr3
ENSG0000017057	2.53375196874766	0.9287	14526	Chr18
ENSG0000017058	2.789925969495939	0.5899	11685	Chr18
ENSG0000017059	7.190097604699897	0.97	3339	Chr18
ENSG0000017060	-3.7922215759542666	0.6096	58037	Chr7
ENSG0000017061	-4.9792581050170215	0.9773	5074	Chr4
ENSG0000017062	2.0569898671719216	0.3398	27186	Chr14
ENSG0000017063	4.961277445831488	0.2258	63255	Chr11
ENSG0000017064	9.69089954924813	0.4874	15074	Chr19
ENSG0000017065	4.143756426066506	0.1177	107137	Chr6
ENSG0000017066	2.466858003552081	0.0132	53421	Chr4
ENSG0000017067	3.2537392613591964	0.7028	20332	Chr18
ENSG0000017068	1.8319700881468448	0.7253	63435	Chr14
ENSG0000017069	0.2529718257714527	0.9727	14139	Chr3
ENSG0000017070	-2.4857750382506594	0.7205	90258	Chr7
ENSG0000017071	1.1187030820035364	0.0988	7232	Chr1
ENSG0000017072	9.25044143383355	0.0963	71028	Chr8
ENSG0000017073	2.9289911403568363	0.5288	34610	Chr23
ENSG0000017074	-5.761143856291328	0.4777	13166	Chr1
ENSG0000017075	2.162964375313011	0.6159	54873	Chr9
ENSG0000017076	5.548800740855935	0.7526	53103	Chr21
ENSG0000017077	3.0629435776877005	0.5003	13582	Chr20
ENSG0000017078	2.007531303170684	0.4557	86976	Chr21
ENSG0000017079	2.3617163976519553	0.5949	20769	Chr15
ENSG0000017080	1.5068264814081362	0.9172	39359	Chr19
ENSG0000017081	-1.4348883441872538	0.0725	42349	Chr12
ENSG0000017082	-1.5285042008792347	0.7346	15	Chr22
ENSG0000017083	-0.696138485690374	0.59	18493	Chr9
ENSG0000017084	-4.623308282086388	0.3871	53122	Chr15
ENSG0000017085	-2.200587034501664	0.153	9634	Chr4
ENSG0000017086	-4.093308293551	0.5101	14851	Chr6
ENSG0000017087	7.252203132387073	0.4596	12514	Chr13
ENSG0000017088	-1.0307873806698744	0.1396	80290	Chr10
ENSG0000017089	-0.9640633203495921	0.143	43413	Chr16
ENSG0000017090	1.848152450899294	0.3869	28669	Chr21
ENSG0000017091	4.577929184642019	0.9963	29281	Chr5
ENSG0000017092	-5.804491627123589	0.6092	11914	Chr6
ENSG0000017093	4.568223607408057	0.3233	50502	Chr18
ENSG0000017094	-6.9833455761615815	0.0478	31118	Chr10
ENSG0000017095	5.007359356305403	0.3307	53417	Chr9
ENSG0000017096	-7.431127481892197	0.4603	2917	Chr3
ENSG0000017097	-9.592550410468291	0.9973	63014	Chr1
ENSG0000017098	-3.582352529760757	0.4264	110060	Chr14
ENSG0000017099	-0.6446015501370654	0.0652	28298	Chr22
ENSG0000017100	10.885890091986926	0.0109	54187	Chr11
ENSG0000017101	-4.178596469726533	0.8163	20670	Chr7
ENSG0000017102	8.437134285150282	0.3399	19575	Chr14
ENSG0000017103	4.75250406221421	0.3637	54557	Chr19
ENSG0000017104	4.511754940394567	0.2656	18617	Chr7
ENSG0000017105	1.3630779596922653	0.9879	12794	Chr15
ENSG0000017106	-2.308317755539907	0.7968	40031	Chr7
ENSG0000017107	2.8756074837852177	0.4716	128939	Chr3
ENSG0000017108	-2.680947666262835	0.3275	20492	Chr4
ENSG0000017109	0.7794105464597713	0.4824	2097	Chr21
ENSG0000017110	-1.2707200305444442	0.0758	12789	Chr23
ENSG0000017111	-10.594887394809929	0.2756	53457	Chr4
ENSG0000017112	0.02423998423111199	0.5343	6698	Chr16
ENSG0000017113	5.4750064394401	0.1391	7893	Chr9
ENSG0000017114	0.3860691697125863	0.1428	4491	Chr10
ENSG0000017115	-1.1016981593536181	0.76	17770	Chr2
ENSG0000017116	-1.787509039493648	0.7143	44091	Chr22
ENSG0000017117	2.627877534104424	0.9349	107866	Chr19
ENSG0000017118	-1.710091444782429	0.5295	37271	Chr3
ENSG0000017119	-8.182990855409779	0.9274	8796	Chr22
ENSG0000017120	-2.3222935420125856	0.7707	45987	Chr13
ENSG0000017121	10.121072686573996	0.9571	58737	Chr12
ENSG0000017122	3.924417510687022	0.2054	23015	Chr7
ENSG0000017123	-3.2992537067550702	0.7206	38517	Chr18
ENSG0000017124	-10.248889261013634	0.7692	58752	Chr9
ENSG0000017125	-1.0277346436256782	0.2361	37337	Chr9
ENSG0000017126	7.305811719698902	0.9895	18235	Chr16
ENSG0000017127	-8.228450436284175	0.3125	59123	Chr4
ENSG0000017128	-6.021793281170505	0.4994	92526	Chr23
ENSG0000017129	-0.7344476918691684	0.5055	108565	Chr10
ENSG0000017130	3.890205801944058	0.1283	70330	Chr3
ENSG0000017131	-4.217984843822674	0.4284	30644	Chr3
ENSG0000017132	-2.091677249209128	0.2712	41407	Chr1
ENSG0000017133	-2.7753777010910037	0.4777	58388	Chr1
ENSG0000017134	-3.2737281191240286	0.8494	5712	Chr1
ENSG0000017135	4.175895552435367	0.4947	74219	Chr2
ENSG0000017136	-3.2663470613943737	0.9637	355	Chr2
ENSG0000017137	3.8854204273814394	0.5545	15626	Chr20
ENSG0000017138	2.7694899176314127	0.3145	5612	Chr4
ENSG0000017139	12.122275202876986	0.7278	51208	Chr16
ENSG0000017140	3.6344805356024446	0.6251	56755	Chr17
ENSG0000017141	0.5935938701027115	0.022	80455	Chr16
ENSG0000017142	-6.355935415813847	0.9303	30290	Chr1
ENSG0000017143	3.8309392537545084	0.9484	15110	Chr17
ENSG0000017144	-2.018300331403273	0.2938	16547	Chr15
ENSG0000017145	-1.9647209431656827	0.6106	62510	Chr2
ENSG0000017146	10.97021105587574	0.8662	14009	Chr3
ENSG0000017147	6.279763321756311	0.0288	77341	Chr3
ENSG0000017148	-3.371626406904114	0.8391	29375	Chr7
ENSG0000017149	3.791804066796397	0.3663	39061	Chr23
ENSG0000017150	3.748298221659562	0.2767	111885	Chr2
ENSG0000017151	6.9378325271938115	0.4576	2611	Chr14
ENSG0000017152	-0.3063814143221164	0.3712	60552	Chr15
ENSG0000017153	6.516489258365369	0.4303	55420	Chr9
ENSG0000017154	4.430965824287135	0.38	34933	Chr7
ENSG0000017155	6.245419913055911	0.5774	36691	Chr3
ENSG0000017156	4.825178088446055	0.2492	18836	Chr12
ENSG0000017157	-0.29179527207065004	0.9282	36314	Chr5
ENSG0000017158	8.196491784133599	0.1137	82675	Chr17
ENSG0000017159	-2.1250941973468533	0.8882	16120	Chr6
ENSG0000017160	-2.1905260401306843	0.1297	85957	Chr7
ENSG0000017161	4.908149237313534	0.22	11826	Chr14
ENSG0000017162	11.626180610905294	0.4848	22222	Chr10
ENSG0000017163	4.194201638701419	0.464	40199	Chr7
ENSG0000017164	-0.4056490976466825	0.9551	25395	Chr8
ENSG0000017165	2.661894779394661	0.0792	66624	Chr10
ENSG0000017166	-0.07417302872410313	0.6851	36804	Chr20
ENSG0000017167	1.8737342603408642	0.5454	15622	Chr16
ENSG0000017168	-2.0041986074767744	0.9565	30497	Chr8
ENSG0000017169	8.603737203623593	0.4751	31217	Chr4
ENSG0000017170	-5.864971443381666	0.1797	25272	Chr13
ENSG0000017171	-2.8110017952748723	0.7803	43810	Chr5
ENSG0000017172	5.896317794563057	0.5511	9596	Chr9
ENSG0000017173	-5.3521605087390265	0.8799	59924	Chr22
ENSG0000017174	-4.000499129943363	0.1141	15048	Chr9
ENSG0000017175	-5.965764975273179	0.6328	1040	Chr3
ENSG0000017176	-3.3630930445194007	0.6091	68620	Chr20
ENSG0000017177	5.541970938450753	0.4056	20097	Chr2
ENSG0000017178	-5.185029843987734	0.6991	75830	Chr6
ENSG0000017179	2.7113768133859937	0.5155	8796	Chr20
ENSG0000017180	-0.03427975090775373	0.0038	43851	Chr5
ENSG0000017181	3.352683232481212	0.1017	37687	Chr1
ENSG0000017182	0.9270457826460733	0.1864	31559	Chr19
ENSG0000017183	0.1398192960813318	0.9502	48792	Chr4
ENSG0000017184	2.4602821853119914	0.4255	23465	Chr12
ENSG0000017185	-5.267468470746262	0.6809	37086	Chr1
ENSG0000017186	1.5886434377300738	0.2413	62955	Chr21
ENSG0000017187	-3.889685316788349	0.229	87540	Chr15
ENSG0000017188	-2.6754184252084645	0.0407	47757	Chr8
ENSG0000017189	-9.451349753398468	0.8107	137942	Chr16
ENSG0000017190	2.3142787269037903	0.3672	32640	Chr4
ENSG0000017191	2.5212863909663312	0.9423	35190	Chr11
ENSG0000017192	-1.5231568137469775	0.0085	112023	Chr13
ENSG0000017193	3.420038654306085	0.5577	19674	Chr4
ENSG0000017194	-8.331513507955506	0.684	34015	Chr14
ENSG0000017195	4.339115626294871	0.7881	5544	Chr1
ENSG0000017196	-0.6379609148757956	0.4743	42491	Chr14
ENSG0000017197	1.5450839280306452	0.7525	9091	Chr11
ENSG0000017198	-1.0154019231294842	0.7621	92356	Chr23
ENSG0000017199	6.016320641042162	0.2911	22127	Chr9
ENSG0000017200	8.271700669704344	0.5218	60277	Chr5
ENSG0000017201	3.8059830583271292	0.5182	40318	Chr19
ENSG0000017202	3.6506780987163836	0.2571	11962	Chr5
ENSG0000017203	5.677407111962152	0.706	94820	Chr12
ENSG0000017204	8.075052806256307	0.5504	66115	Chr11
ENSG0000017205	6.113556331447264	0.1028	41968	Chr17
ENSG0000017206	4.805950913764107	0.0658	45552	Chr6
ENSG0000017207	9.207903396317619	0.7604	381	Chr14
ENSG0000017208	-5.183526767703884	0.0084	62031	Chr14
ENSG0000017209	6.115124624844965	0.5214	33957	Chr9
ENSG0000017210	1.1541975924054533	0.9005	467	Chr20
ENSG0000017211	-4.302060728667178	0.0511	15173	Chr5
ENSG0000017212	3.3265449336633575	0.1318	43697	Chr1
ENSG0000017213	-13.398231283171434	0.2773	90850	Chr16
ENSG0000017214	-0.7001091630790507	0.6464	95416	Chr2
ENSG0000017215	-6.345644917200951	0.0317	82453	Chr22
ENSG0000017216	4.172247688868751	0.7918	18778	Chr2
ENSG0000017217	-5.060029685917943	0.0894	69023	Chr14
ENSG0000017218	-0.03129963037349433	0.9687	90871	Chr18
ENSG0000017219	1.9778302487512476	0.8724	87510	Chr17
ENSG0000017220	3.4799655544224715	0.9318	27626	Chr21
ENSG0000017221	-5.667196047375179	0.6499	76553	Chr3
ENSG0000017222	2.5107676325486	0.858	13679	Chr5
ENSG0000017223	-11.079164155654837	0.92	94648	Chr6
ENSG0000017224	-7.7006362868027844	0.9912	49307	Chr21
ENSG0000017225	4.3627852067108455	0.0678	12580	Chr22
ENSG0000017226	8.340783661222662	0.21	2220	Chr6
ENSG0000017227	3.649276447054435	0.7308	53196	Chr16
ENSG0000017228	6.122555286035372	0.1996	15081	Chr5
ENSG0000017229	-1.5769840540130415	0.1009	17442	Chr9
ENSG0000017230	-2.622129013155849	0.0625	60200	Chr9
ENSG0000017231	4.817944552297918	0.9917	4544	Chr7
ENSG0000017232	1.6217354532923898	0.0189	5379	Chr13
ENSG0000017233	-0.11700782671834171	0.2652	59777	Chr11
ENSG0000017234	-2.058394538370764	0.3893	15717	Chr17
ENSG0000017235	-4.603401577034676	0.3773	59396	Chr10
ENSG0000017236	-7.336284183457719	0.9935	70419	Chr6
ENSG0000017237	-2.2440343206815068	0.3087	29344	Chr18
ENSG0000017238	-3.5795766163873974	0.3542	63941	Chr2
ENSG0000017239	-6.72540052366165	0.3738	23062	Chr7
ENSG0000017240	-1.1804017362557704	0.2544	23222	Chr3
ENSG0000017241	-8.991125591515502	0.0712	25106	Chr7
ENSG0000017242	-3.2684448180384895	0.4825	28332	Chr15
ENSG0000017243	1.3093256911046083	0.3114	46932	Chr22
ENSG0000017244	2.0183412699433543	0.3443	7736	Chr20
ENSG0000017245	7.327200209186381	0.4657	74492	Chr1
ENSG0000017246	2.5918276408128404	0.8908	75284	Chr5
ENSG0000017247	-9.429820692783641	0.537	101625	Chr3
ENSG0000017248	-3.974647211531186	0.499	38727	Chr17
ENSG0000017249	-2.5896410672607724	0.0571	18793	Chr5
ENSG0000017250	2.8083588437498546	0.4954	20315	Chr21
ENSG0000017251	2.2506424652871075	0.7127	65466	Chr9
ENSG0000017252	1.5621579346958594	0.024	54102	Chr10
ENSG0000017253	-12.44590563801677	0.8079	29633	Chr22
ENSG0000017254	7.648916338442788	0.7864	108202	Chr10
ENSG0000017255	7.2471225600860105	0.4815	69677	Chr6
ENSG0000017256	5.576700511058943	0.7826	5224	Chr22
ENSG0000017257	-4.330719274668934	0.758	31558	Chr14
ENSG0000017258	-2.873390938358798	0.0819	36117	Chr11
ENSG0000017259	-0.2270714527520178	0.3389	40582	Chr8
ENSG0000017260	-1.173234839247035	0.5567	382	Chr14
ENSG0000017261	-5.225077344101895	0.3047	33135	Chr1
ENSG0000017262	-0.28368074112143155	0.7878	55057	Chr21
ENSG0000017263	-0.9321713580356459	0.2046	4681	Chr14
ENSG0000017264	-2.314744922924554	0.2665	111356	Chr9
ENSG0000017265	-5.3553289534626725	0.3769	61860	Chr21
ENSG0000017266	9.622476049560522	0.0144	36645	Chr6
ENSG0000017267	2.4517511469542344	0.9177	124515	Chr7
ENSG0000017268	3.18148847754508	0.6764	83581	Chr6
ENSG0000017269	0.2552411151865101	0.5332	15875	Chr22
ENSG0000017270	-6.66095196388322	0.3659	62953	Chr23
ENSG0000017271	3.4369426905698046	0.0877	1529	Chr9
ENSG0000017272	5.4113799966581855	0.3683	48161	Chr19
ENSG0000017273	-0.8277690162236963	0.9614	90563	Chr5
ENSG0000017274	-0.7159284218637187	0.7839	60792	Chr12
ENSG0000017275	-1.4485700771714578	0.9088	30433	Chr14
ENSG0000017276	1.388210582471848	0.045	4528	Chr16
ENSG0000017277	5.687790268952701	0.666	33550	Chr20
ENSG0000017278	9.706742703002531	0.6578	21148	Chr13
ENSG0000017279	7.489845109909721	0.6704	61643	Chr1
ENSG0000017280	-3.86853878197699	0.5274	34090	Chr18
ENSG0000017281	-3.5694530733190843	0.8094	4279	Chr17
ENSG0000017282	5.367672717954831	0.5952	91982	Chr3
ENSG0000017283	7.797743062008938	0.3498	50157	Chr2
ENSG0000017284	2.4492124426310795	0.4319	3879	Chr15
ENSG0000017285	-0.33604200381484906	0.6599	56417	Chr11
ENSG0000017286	-2.8622785638890043	0.1574	5805	Chr16
ENSG0000017287	4.397600238335699	0.0657	5690	Chr6
ENSG0000017288	1.539493641630219	0.5836	4548	Chr7
ENSG0000017289	-3.4495617995235572	0.7191	84561	Chr5
ENSG0000017290	-4.284186054735031	0.7756	1072	Chr11
ENSG0000017291	4.636358792525749	0.764	8835	Chr4
